Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Date
Washington,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,155.0,7.0,0.0,148.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,17.0,0.0,0.0,17.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
Texas,US,2020-03-31 23:43:56,2.0,1.0,0.0,1.0,2020-03-31
North Dakota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,53.0,0.0,0.0,53.0,2020-03-31
New York,US,2020-03-31 23:43:56,34.0,0.0,0.0,34.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
New York,US,2020-03-31 23:43:56,249.0,1.0,0.0,248.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,7.0,1.0,0.0,6.0,2020-03-31
New York,US,2020-03-31 23:43:56,20.0,0.0,0.0,20.0,2020-03-31
California,US,2020-03-31 23:43:56,502.0,7.0,0.0,495.0,2020-03-31
Florida,US,2020-03-31 23:43:56,373.0,4.0,0.0,369.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
New York,US,2020-03-31 23:43:56,1556.0,5.0,0.0,1551.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,34.0,0.0,0.0,34.0,2020-03-31
Texas,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Vermont,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
South Carolina,US,2020-03-31 23:43:56,22.0,0.0,0.0,22.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,1834.0,101.0,0.0,1733.0,2020-03-31
New York,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Vermont,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,16.0,0.0,0.0,16.0,2020-03-31
Florida,US,2020-03-31 23:43:56,110.0,1.0,0.0,109.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
New York,US,2020-03-31 23:43:56,15.0,0.0,0.0,15.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,19.0,0.0,0.0,19.0,2020-03-31
New York,US,2020-03-31 23:43:56,17.0,1.0,0.0,16.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,31.0,0.0,0.0,31.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,57.0,1.0,0.0,56.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,20.0,0.0,0.0,20.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,190.0,0.0,0.0,190.0,2020-03-31
Utah,US,2020-03-31 23:43:56,22.0,0.0,0.0,22.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,12.0,0.0,0.0,12.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,11.0,0.0,0.0,11.0,2020-03-31
Idaho,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Maine,US,2020-03-31 23:43:56,9.0,0.0,0.0,9.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,43.0,5.0,0.0,38.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Florida,US,2020-03-31 23:43:56,551.0,14.0,0.0,537.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,7.0,1.0,0.0,6.0,2020-03-31
Texas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Montana,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Wyoming,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Texas,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Florida,US,2020-03-31 23:43:56,40.0,2.0,0.0,38.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
New Jersey,US,2020-03-31 23:43:56,1294.0,1.0,0.0,1293.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,30.0,0.0,0.0,30.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,15.0,1.0,0.0,14.0,2020-03-31
Idaho,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,15.0,0.0,0.0,15.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,7.0,1.0,0.0,6.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,30.0,0.0,0.0,30.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
South Dakota,US,2020-03-31 23:43:56,5.0,1.0,0.0,4.0,2020-03-31
Maine,US,2020-03-31 23:43:56,12.0,0.0,0.0,12.0,2020-03-31
Illinois,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,3.0,1.0,0.0,2.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,14.0,0.0,0.0,14.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Pennsylvania,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Pennsylvania,US,2020-03-31 23:43:56,1315.0,10.0,0.0,1305.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,12.0,0.0,0.0,12.0,2020-03-31
Alabama,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,6.0,1.0,0.0,5.0,2020-03-31
South Carolina,US,2020-03-31 23:43:56,14.0,0.0,0.0,14.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
North Dakota,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Washington,US,2020-03-31 23:43:56,377.0,6.0,0.0,371.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Alabama,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,17.0,0.0,0.0,17.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Pennsylvania,US,2020-03-31 23:43:56,48.0,1.0,0.0,47.0,2020-03-31
Arizona,US,2020-03-31 23:43:56,202.0,4.0,0.0,198.0,2020-03-31
Arizona,US,2020-03-31 23:43:56,62.0,0.0,0.0,62.0,2020-03-31
Florida,US,2020-03-31 23:43:56,167.0,5.0,0.0,162.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,30.0,2.0,0.0,28.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,27.0,0.0,0.0,27.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
California,US,2020-03-31 23:43:56,57.0,2.0,0.0,55.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,37.0,2.0,0.0,35.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,9.0,0.0,0.0,9.0,2020-03-31
Nebraska,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Massachusetts,US,2020-03-31 23:43:56,459.0,2.0,0.0,457.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Florida,US,2020-03-31 23:43:56,73.0,1.0,0.0,72.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,15.0,0.0,0.0,15.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,76.0,0.0,0.0,76.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Oregon,US,2020-03-31 23:43:56,18.0,0.0,0.0,18.0,2020-03-31
Texas,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,38.0,1.0,0.0,37.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,21.0,0.0,0.0,21.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,12.0,0.0,0.0,12.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Pennsylvania,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Texas,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,5.0,1.0,0.0,4.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Maryland,US,2020-03-31 23:43:56,341.0,7.0,0.0,334.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,94.0,1.0,0.0,93.0,2020-03-31
Rhode Island,US,2020-03-31 23:43:56,208.0,0.0,0.0,208.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,21.0,2.0,0.0,19.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,102.0,2.0,0.0,100.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Florida,US,2020-03-31 23:43:56,13.0,0.0,0.0,13.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,7.0,1.0,0.0,6.0,2020-03-31
New York,US,2020-03-31 23:43:56,167.0,0.0,0.0,167.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,24.0,0.0,0.0,24.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Maryland,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,26.0,0.0,0.0,26.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,56.0,2.0,0.0,54.0,2020-03-31
North Dakota,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Texas,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Alabama,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Illinois,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,17.0,0.0,0.0,17.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,40.0,1.0,0.0,39.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,58.0,3.0,0.0,55.0,2020-03-31
Montana,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
New York,US,2020-03-31 23:43:56,54.0,0.0,0.0,54.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
South Carolina,US,2020-03-31 23:43:56,148.0,2.0,0.0,146.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,40.0,0.0,0.0,40.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,26.0,0.0,0.0,26.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,31.0,1.0,0.0,30.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
California,US,2020-03-31 23:43:56,371.0,13.0,0.0,358.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
West Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
South Dakota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,28.0,0.0,0.0,28.0,2020-03-31
Texas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,16.0,0.0,0.0,16.0,2020-03-31
Illinois,US,2020-03-31 23:43:56,11.0,0.0,0.0,11.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,36.0,2.0,0.0,34.0,2020-03-31
New Hampshire,US,2020-03-31 23:43:56,137.0,1.0,0.0,136.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
New York,US,2020-03-31 23:43:56,2863.0,8.0,0.0,2855.0,2020-03-31
Texas,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Montana,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,17.0,0.0,0.0,17.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,23.0,1.0,0.0,22.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Texas,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Alabama,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,68.0,0.0,0.0,68.0,2020-03-31
Vermont,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
Louisiana,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
California,US,2020-03-31 23:43:56,224.0,7.0,0.0,217.0,2020-03-31
Maine,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,51.0,0.0,0.0,51.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
New Jersey,US,2020-03-31 23:43:56,12.0,0.0,0.0,12.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Illinois,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Utah,US,2020-03-31 23:43:56,396.0,2.0,0.0,394.0,2020-03-31
South Carolina,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Texas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
California,US,2020-03-31 23:43:56,17.0,1.0,0.0,16.0,2020-03-31
California,US,2020-03-31 23:43:56,125.0,4.0,0.0,121.0,2020-03-31
California,US,2020-03-31 23:43:56,603.0,7.0,0.0,596.0,2020-03-31
California,US,2020-03-31 23:43:56,397.0,6.0,0.0,391.0,2020-03-31
Texas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
California,US,2020-03-31 23:43:56,136.0,6.0,0.0,130.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,32.0,0.0,0.0,32.0,2020-03-31
Utah,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Washington,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
California,US,2020-03-31 23:43:56,80.0,0.0,0.0,80.0,2020-03-31
California,US,2020-03-31 23:43:56,309.0,10.0,0.0,299.0,2020-03-31
Colorado,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Texas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,29.0,0.0,0.0,29.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,4.0,0.0,0.0,4.0,2020-03-31
Illinois,US,2020-03-31 23:43:56,14.0,1.0,0.0,13.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
California,US,2020-03-31 23:43:56,88.0,0.0,0.0,88.0,2020-03-31
California,US,2020-03-31 23:43:56,890.0,30.0,0.0,860.0,2020-03-31
Arizona,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
California,US,2020-03-31 23:43:56,45.0,1.0,0.0,44.0,2020-03-31
New Mexico,US,2020-03-31 23:43:56,42.0,0.0,0.0,42.0,2020-03-31
Florida,US,2020-03-31 23:43:56,44.0,2.0,0.0,42.0,2020-03-31
Florida,US,2020-03-31 23:43:56,76.0,3.0,0.0,73.0,2020-03-31
New York,US,2020-03-31 23:43:56,108.0,1.0,0.0,107.0,2020-03-31
Nebraska,US,2020-03-31 23:43:56,16.0,0.0,0.0,16.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,13.0,1.0,0.0,12.0,2020-03-31
Nebraska,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
New York,US,2020-03-31 23:43:56,85.0,1.0,0.0,84.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
New York,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
New York,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Pennsylvania,US,2020-03-31 23:43:56,38.0,0.0,0.0,38.0,2020-03-31
North Carolina,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,1.0,1.0,0.0,0.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,18.0,0.0,0.0,18.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,6.0,0.0,0.0,6.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Nebraska,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,58.0,1.0,0.0,57.0,2020-03-31
Florida,US,2020-03-31 23:43:56,103.0,0.0,0.0,103.0,2020-03-31
Georgia,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,3.0,1.0,0.0,2.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Oklahoma,US,2020-03-31 23:43:56,2.0,1.0,0.0,1.0,2020-03-31
Arkansas,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
California,US,2020-03-31 23:43:56,6.0,1.0,0.0,5.0,2020-03-31
Kansas,US,2020-03-31 23:43:56,17.0,1.0,0.0,16.0,2020-03-31
Wisconsin,US,2020-03-31 23:43:56,11.0,0.0,0.0,11.0,2020-03-31
Alabama,US,2020-03-31 23:43:56,88.0,2.0,0.0,86.0,2020-03-31
Indiana,US,2020-03-31 23:43:56,15.0,0.0,0.0,15.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Missouri,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Ohio,US,2020-03-31 23:43:56,5.0,0.0,0.0,5.0,2020-03-31
Tennessee,US,2020-03-31 23:43:56,428.0,1.0,0.0,427.0,2020-03-31
Texas,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Virginia,US,2020-03-31 23:43:56,7.0,0.0,0.0,7.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Wyoming,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Michigan,US,2020-03-31 23:43:56,8.0,0.0,0.0,8.0,2020-03-31
Minnesota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
Montana,US,2020-03-31 23:43:56,10.0,0.0,0.0,10.0,2020-03-31
Kentucky,US,2020-03-31 23:43:56,9.0,0.0,0.0,9.0,2020-03-31
Mississippi,US,2020-03-31 23:43:56,2.0,0.0,0.0,2.0,2020-03-31
Iowa,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
North Dakota,US,2020-03-31 23:43:56,1.0,0.0,0.0,1.0,2020-03-31
California,US,2020-03-31 23:43:56,3.0,0.0,0.0,3.0,2020-03-31
