Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Date
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Arkansas,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Indiana,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Tennessee,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Nevada,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Indiana,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Kentucky,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Washington,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Montana,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Kansas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Texas,US,2020-03-23 23:19:34,5.0,0.0,0.0,5.0,2020-03-23
Maryland,US,2020-03-23 23:19:34,4.0,0.0,0.0,4.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Alabama,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
North Carolina,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Minnesota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Mississippi,US,2020-03-23 23:19:34,3.0,0.0,0.0,3.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,24.0,1.0,0.0,23.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
North Dakota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Ohio,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
South Carolina,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Virginia,US,2020-03-23 23:19:34,5.0,1.0,0.0,4.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Tennessee,US,2020-03-23 23:19:34,53.0,0.0,0.0,53.0,2020-03-23
Texas,US,2020-03-23 23:19:34,14.0,0.0,0.0,14.0,2020-03-23
Kansas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
North Carolina,US,2020-03-23 23:19:34,4.0,0.0,0.0,4.0,2020-03-23
Tennessee,US,2020-03-23 23:19:34,6.0,0.0,0.0,6.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Connecticut,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Vermont,US,2020-03-23 23:19:34,5.0,0.0,0.0,5.0,2020-03-23
Vermont,US,2020-03-23 23:19:34,12.0,1.0,0.0,11.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Louisiana,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,5.0,0.0,0.0,5.0,2020-03-23
Iowa,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Wisconsin,US,2020-03-23 23:19:34,5.0,0.0,0.0,5.0,2020-03-23
Iowa,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Minnesota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Alabama,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Mississippi,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
West Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Kentucky,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Ohio,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
West Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Wisconsin,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Iowa,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Illinois,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Kentucky,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Arkansas,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Oklahoma,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Kansas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Oklahoma,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Maryland,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Massachusetts,US,2020-03-23 23:19:34,42.0,0.0,0.0,42.0,2020-03-23
Georgia,US,2020-03-23 23:19:34,3.0,0.0,0.0,3.0,2020-03-23
Iowa,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Missouri,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Alaska,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Iowa,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Minnesota,US,2020-03-23 23:19:34,3.0,0.0,0.0,3.0,2020-03-23
Missouri,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Ohio,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Kansas,US,2020-03-23 23:19:34,16.0,1.0,0.0,15.0,2020-03-23
New York,US,2020-03-23 23:19:34,2.0,1.0,0.0,1.0,2020-03-23
Pennsylvania,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
West Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Virginia,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
North Carolina,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Washington,US,2020-03-23 23:19:34,16.0,0.0,0.0,16.0,2020-03-23
Alaska,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Mississippi,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Oregon,US,2020-03-23 23:19:34,6.0,0.0,0.0,6.0,2020-03-23
North Carolina,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
South Dakota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
New York,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Arizona,US,2020-03-23 23:19:34,3.0,0.0,0.0,3.0,2020-03-23
Mississippi,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Arkansas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Minnesota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Montana,US,2020-03-23 23:19:34,6.0,0.0,0.0,6.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
California,US,2020-03-23 23:19:34,6.0,1.0,0.0,5.0,2020-03-23
Maine,US,2020-03-23 23:19:34,12.0,0.0,0.0,12.0,2020-03-23
Nebraska,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Pennsylvania,US,2020-03-23 23:19:34,10.0,0.0,0.0,10.0,2020-03-23
South Carolina,US,2020-03-23 23:19:34,7.0,0.0,0.0,7.0,2020-03-23
Virginia,US,2020-03-23 23:19:34,5.0,1.0,0.0,4.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
California,US,2020-03-23 23:19:34,3.0,0.0,0.0,3.0,2020-03-23
Alaska,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Arizona,US,2020-03-23 23:19:34,2.0,0.0,0.0,2.0,2020-03-23
Colorado,US,2020-03-23 23:19:34,1.0,0.0,0.0,1.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Texas,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
South Dakota,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Alberta,Canada,2020-03-23 23:23:10,301.0,1.0,0.0,300.0,2020-03-23
American Samoa,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Anhui,China,2020-03-08 05:19:01,990.0,6.0,984.0,0.0,2020-03-08
Aruba,Netherlands,2020-03-23 23:19:21,9.0,0.0,1.0,8.0,2020-03-23
Australian Capital Territory,Australia,2020-03-23 23:23:20,32.0,0.0,0.0,32.0,2020-03-23
Beijing,China,2020-03-23 07:08:37,537.0,8.0,401.0,128.0,2020-03-23
Bermuda,United Kingdom,2020-03-23 23:19:21,6.0,0.0,0.0,6.0,2020-03-23
British Columbia,Canada,2020-03-23 23:23:10,472.0,13.0,0.0,459.0,2020-03-23
Cayman Islands,United Kingdom,2020-03-23 23:19:21,5.0,1.0,0.0,4.0,2020-03-23
Channel Islands,United Kingdom,2020-03-23 23:19:21,36.0,0.0,0.0,36.0,2020-03-23
Chongqing,China,2020-03-22 10:52:13,577.0,6.0,570.0,1.0,2020-03-22
Curacao,Netherlands,2020-03-23 23:19:21,4.0,1.0,0.0,3.0,2020-03-23
Diamond Princess,Canada,2020-03-23 23:23:10,0.0,1.0,0.0,-1.0,2020-03-23
Diamond Princess,Cruise Ship,2020-03-23 23:19:21,712.0,8.0,567.0,137.0,2020-03-23
Diamond Princess,US,2020-03-23 23:19:34,49.0,0.0,0.0,49.0,2020-03-23
Faroe Islands,Denmark,2020-03-23 23:19:21,118.0,0.0,23.0,95.0,2020-03-23
French Guiana,France,2020-03-23 23:19:21,20.0,0.0,6.0,14.0,2020-03-23
French Polynesia,France,2020-03-23 23:19:21,19874.0,860.0,2200.0,16814.0,2020-03-23
Fujian,China,2020-03-23 00:50:24,313.0,1.0,295.0,17.0,2020-03-23
Gansu,China,2020-03-22 14:23:02,136.0,2.0,114.0,20.0,2020-03-22
Gibraltar,United Kingdom,2020-03-23 23:19:21,15.0,0.0,5.0,10.0,2020-03-23
Grand Princess,Canada,2020-03-23 23:23:10,13.0,0.0,0.0,13.0,2020-03-23
Grand Princess,US,2020-03-23 23:19:34,28.0,1.0,0.0,27.0,2020-03-23
Greenland,Denmark,2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
Guadeloupe,France,2020-03-23 23:19:21,62.0,1.0,0.0,61.0,2020-03-23
Guam,US,2020-03-23 23:19:34,29.0,1.0,0.0,28.0,2020-03-23
Guangdong,China,2020-03-23 10:21:49,1415.0,8.0,1332.0,75.0,2020-03-23
Guangxi,China,2020-03-20 04:33:45,254.0,2.0,250.0,2.0,2020-03-20
Guizhou,China,2020-03-18 01:37:43,146.0,2.0,144.0,0.0,2020-03-18
Hainan,China,2020-03-16 13:49:01,168.0,6.0,161.0,1.0,2020-03-16
Hebei,China,2020-03-23 01:53:35,319.0,6.0,310.0,3.0,2020-03-23
Heilongjiang,China,2020-03-23 00:06:26,484.0,13.0,465.0,6.0,2020-03-23
Henan,China,2020-03-23 01:11:34,1274.0,22.0,1250.0,2.0,2020-03-23
Hong Kong,China,2020-03-23 10:06:18,356.0,4.0,100.0,252.0,2020-03-23
Hubei,China,2020-03-23 05:06:15,67800.0,3153.0,59882.0,4765.0,2020-03-23
Hunan,China,2020-03-14 08:25:05,1018.0,4.0,1014.0,0.0,2020-03-14
Inner Mongolia,China,2020-03-19 00:16:31,75.0,1.0,74.0,0.0,2020-03-19
Isle of Man,United Kingdom,2020-03-23 23:19:21,13.0,0.0,0.0,13.0,2020-03-23
Jiangsu,China,2020-03-23 01:58:00,633.0,0.0,631.0,2.0,2020-03-23
Jiangxi,China,2020-03-23 01:27:01,936.0,1.0,934.0,1.0,2020-03-23
Jilin,China,2020-03-12 12:54:34,93.0,1.0,92.0,0.0,2020-03-12
Liaoning,China,2020-03-23 00:54:48,127.0,2.0,124.0,1.0,2020-03-23
Macau,China,2020-03-23 02:45:51,24.0,0.0,10.0,14.0,2020-03-23
Manitoba,Canada,2020-03-23 23:23:10,20.0,0.0,0.0,20.0,2020-03-23
Martinique,France,2020-03-23 23:19:21,53.0,1.0,0.0,52.0,2020-03-23
Mayotte,France,2020-03-23 23:19:21,24.0,0.0,0.0,24.0,2020-03-23
Montserrat,United Kingdom,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
New Brunswick,Canada,2020-03-23 23:23:10,17.0,0.0,0.0,17.0,2020-03-23
New Caledonia,France,2020-03-23 23:19:21,8.0,0.0,0.0,8.0,2020-03-23
New South Wales,Australia,2020-03-23 23:23:20,669.0,6.0,4.0,659.0,2020-03-23
Newfoundland and Labrador,Canada,2020-03-23 23:23:10,24.0,0.0,0.0,24.0,2020-03-23
Ningxia,China,2020-03-16 08:47:05,75.0,0.0,75.0,0.0,2020-03-16
Northern Mariana Islands,US,2020-03-23 23:19:34,0.0,0.0,0.0,0.0,2020-03-23
Northern Territory,Australia,2020-03-23 23:23:20,5.0,0.0,0.0,5.0,2020-03-23
Nova Scotia,Canada,2020-03-23 23:23:10,41.0,0.0,0.0,41.0,2020-03-23
Ontario,Canada,2020-03-23 23:23:10,503.0,6.0,0.0,497.0,2020-03-23
Prince Edward Island,Canada,2020-03-23 23:23:10,3.0,0.0,0.0,3.0,2020-03-23
Puerto Rico,US,2020-03-23 23:19:34,31.0,2.0,0.0,29.0,2020-03-23
Qinghai,China,2020-02-23 11:19:02,18.0,0.0,18.0,0.0,2020-02-23
Quebec,Canada,2020-03-23 23:23:10,628.0,4.0,0.0,624.0,2020-03-23
Queensland,Australia,2020-03-23 23:23:20,319.0,0.0,8.0,311.0,2020-03-23
Reunion,France,2020-03-23 23:19:21,71.0,0.0,1.0,70.0,2020-03-23
Saint Barthelemy,France,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
Saskatchewan,Canada,2020-03-23 23:23:10,66.0,0.0,0.0,66.0,2020-03-23
Shaanxi,China,2020-03-21 02:03:01,248.0,3.0,239.0,6.0,2020-03-21
Shandong,China,2020-03-23 10:26:15,768.0,7.0,752.0,9.0,2020-03-23
Shanghai,China,2020-03-23 14:18:01,404.0,4.0,329.0,71.0,2020-03-23
Shanxi,China,2020-03-13 08:56:40,133.0,0.0,133.0,0.0,2020-03-13
Sichuan,China,2020-03-22 07:20:38,543.0,3.0,536.0,4.0,2020-03-22
Sint Maarten,Netherlands,2020-03-23 23:19:21,2.0,0.0,0.0,2.0,2020-03-23
South Australia,Australia,2020-03-23 23:23:20,134.0,0.0,6.0,128.0,2020-03-23
St Martin,France,2020-03-23 23:19:21,8.0,0.0,0.0,8.0,2020-03-23
Tasmania,Australia,2020-03-23 23:23:20,28.0,0.0,3.0,25.0,2020-03-23
Tianjin,China,2020-03-23 03:57:57,141.0,3.0,133.0,5.0,2020-03-23
Tibet,China,2020-02-23 11:19:02,1.0,0.0,1.0,0.0,2020-02-23
Victoria,Australia,2020-03-23 23:23:20,355.0,0.0,97.0,258.0,2020-03-23
Virgin Islands,US,2020-03-23 23:19:34,7.0,0.0,0.0,7.0,2020-03-23
Western Australia,Australia,2020-03-23 23:23:20,140.0,1.0,1.0,138.0,2020-03-23
Xinjiang,China,2020-03-08 05:31:02,76.0,3.0,73.0,0.0,2020-03-08
Yunnan,China,2020-03-16 23:37:18,176.0,2.0,172.0,2.0,2020-03-16
Zhejiang,China,2020-03-23 01:08:15,1238.0,1.0,1221.0,16.0,2020-03-23
---,Afghanistan,2020-03-23 23:19:21,40.0,1.0,1.0,38.0,2020-03-23
---,Albania,2020-03-23 23:19:21,104.0,4.0,2.0,98.0,2020-03-23
---,Algeria,2020-03-23 23:19:21,230.0,17.0,65.0,148.0,2020-03-23
---,Andorra,2020-03-23 23:19:21,133.0,1.0,1.0,131.0,2020-03-23
---,Angola,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Antigua and Barbuda,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Argentina,2020-03-23 23:19:21,266.0,4.0,27.0,235.0,2020-03-23
---,Armenia,2020-03-23 23:19:21,235.0,0.0,2.0,233.0,2020-03-23
---,Austria,2020-03-23 23:19:21,4474.0,21.0,9.0,4444.0,2020-03-23
---,Azerbaijan,2020-03-23 23:19:21,72.0,1.0,10.0,61.0,2020-03-23
---,Bahamas,2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
---,Bahrain,2020-03-23 23:19:21,377.0,2.0,164.0,211.0,2020-03-23
---,Bangladesh,2020-03-23 23:19:21,33.0,3.0,5.0,25.0,2020-03-23
---,Barbados,2020-03-23 23:19:21,17.0,0.0,0.0,17.0,2020-03-23
---,Belarus,2020-03-23 23:19:21,81.0,0.0,22.0,59.0,2020-03-23
---,Belgium,2020-03-23 23:19:21,3743.0,88.0,401.0,3254.0,2020-03-23
---,Belize,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Benin,2020-03-23 23:19:21,5.0,0.0,0.0,5.0,2020-03-23
---,Bhutan,2020-03-23 23:19:21,2.0,0.0,0.0,2.0,2020-03-23
---,Bolivia,2020-03-23 23:19:21,27.0,0.0,0.0,27.0,2020-03-23
---,Bosnia and Herzegovina,2020-03-23 23:19:21,132.0,1.0,2.0,129.0,2020-03-23
---,Brazil,2020-03-23 23:19:21,1924.0,34.0,2.0,1888.0,2020-03-23
---,Brunei,2020-03-23 23:19:21,91.0,0.0,2.0,89.0,2020-03-23
---,Bulgaria,2020-03-23 23:19:21,201.0,3.0,3.0,195.0,2020-03-23
---,Burkina Faso,2020-03-23 23:19:21,99.0,4.0,5.0,90.0,2020-03-23
---,Cabo Verde,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Cambodia,2020-03-23 23:19:21,87.0,0.0,2.0,85.0,2020-03-23
---,Cameroon,2020-03-23 23:19:21,56.0,0.0,2.0,54.0,2020-03-23
---,Central African Republic,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Chad,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Chile,2020-03-23 23:19:21,746.0,2.0,11.0,733.0,2020-03-23
---,Colombia,2020-03-23 23:19:21,277.0,3.0,3.0,271.0,2020-03-23
---,Congo (Brazzaville),2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
---,Congo (Kinshasa),2020-03-23 23:19:21,36.0,1.0,0.0,35.0,2020-03-23
---,Costa Rica,2020-03-23 23:19:21,158.0,2.0,2.0,154.0,2020-03-23
---,Cote d'Ivoire,2020-03-23 23:19:21,25.0,0.0,2.0,23.0,2020-03-23
---,Croatia,2020-03-23 23:19:21,315.0,1.0,5.0,309.0,2020-03-23
---,Cuba,2020-03-23 23:19:21,40.0,1.0,0.0,39.0,2020-03-23
---,Cyprus,2020-03-23 23:19:21,116.0,1.0,3.0,112.0,2020-03-23
---,Czechia,2020-03-23 23:19:21,1236.0,1.0,7.0,1228.0,2020-03-23
---,Denmark,2020-03-23 23:19:21,1450.0,24.0,1.0,1425.0,2020-03-23
---,Djibouti,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Dominica,2020-03-23 23:19:21,2.0,0.0,0.0,2.0,2020-03-23
---,Dominican Republic,2020-03-23 23:19:21,245.0,3.0,3.0,239.0,2020-03-23
---,Ecuador,2020-03-23 23:19:21,981.0,18.0,3.0,960.0,2020-03-23
---,Egypt,2020-03-23 23:19:21,366.0,19.0,68.0,279.0,2020-03-23
---,El Salvador,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Equatorial Guinea,2020-03-23 23:19:21,9.0,0.0,0.0,9.0,2020-03-23
---,Eritrea,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Estonia,2020-03-23 23:19:21,352.0,0.0,4.0,348.0,2020-03-23
---,Eswatini,2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
---,Ethiopia,2020-03-23 23:19:21,11.0,0.0,0.0,11.0,2020-03-23
---,Fiji,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Finland,2020-03-23 23:19:21,700.0,1.0,10.0,689.0,2020-03-23
---,Gabon,2020-03-23 23:19:21,5.0,1.0,0.0,4.0,2020-03-23
---,Gambia,2020-03-23 23:19:21,2.0,1.0,0.0,1.0,2020-03-23
---,Georgia,2020-03-23 23:19:21,61.0,0.0,8.0,53.0,2020-03-23
---,Germany,2020-03-23 23:19:21,29056.0,123.0,453.0,28480.0,2020-03-23
---,Ghana,2020-03-23 23:19:21,27.0,2.0,0.0,25.0,2020-03-23
---,Greece,2020-03-23 23:19:21,695.0,17.0,29.0,649.0,2020-03-23
---,Grenada,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Guatemala,2020-03-23 23:19:21,20.0,1.0,0.0,19.0,2020-03-23
---,Guinea,2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
---,Guyana,2020-03-23 23:19:21,20.0,1.0,0.0,19.0,2020-03-23
---,Haiti,2020-03-23 23:19:21,6.0,0.0,0.0,6.0,2020-03-23
---,Holy See,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Honduras,2020-03-23 23:19:21,27.0,0.0,0.0,27.0,2020-03-23
---,Hungary,2020-03-23 23:19:21,167.0,7.0,16.0,144.0,2020-03-23
---,Iceland,2020-03-23 23:19:21,588.0,1.0,51.0,536.0,2020-03-23
---,India,2020-03-23 23:19:21,499.0,10.0,34.0,455.0,2020-03-23
---,Indonesia,2020-03-23 23:19:21,579.0,49.0,30.0,500.0,2020-03-23
---,Iran,2020-03-23 23:19:21,23049.0,1812.0,8376.0,12861.0,2020-03-23
---,Iraq,2020-03-23 23:19:21,266.0,23.0,62.0,181.0,2020-03-23
---,Ireland,2020-03-23 23:19:21,1125.0,6.0,5.0,1114.0,2020-03-23
---,Israel,2020-03-23 23:19:21,1442.0,1.0,41.0,1400.0,2020-03-23
---,Italy,2020-03-23 23:19:21,63927.0,6077.0,7432.0,50418.0,2020-03-23
---,Jamaica,2020-03-23 23:19:21,19.0,1.0,2.0,16.0,2020-03-23
---,Japan,2020-03-23 23:19:21,1128.0,42.0,235.0,851.0,2020-03-23
---,Jordan,2020-03-23 23:19:21,127.0,0.0,1.0,126.0,2020-03-23
---,Kazakhstan,2020-03-23 23:19:21,62.0,0.0,0.0,62.0,2020-03-23
---,Kenya,2020-03-23 23:19:21,16.0,0.0,0.0,16.0,2020-03-23
---,"Korea, South",2020-03-23 23:19:21,8961.0,111.0,3166.0,5684.0,2020-03-23
---,Kuwait,2020-03-23 23:19:21,189.0,0.0,30.0,159.0,2020-03-23
---,Kyrgyzstan,2020-03-23 23:19:21,16.0,0.0,0.0,16.0,2020-03-23
---,Latvia,2020-03-23 23:19:21,180.0,0.0,1.0,179.0,2020-03-23
---,Lebanon,2020-03-23 23:19:21,267.0,4.0,8.0,255.0,2020-03-23
---,Liberia,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Liechtenstein,2020-03-23 23:19:21,51.0,0.0,0.0,51.0,2020-03-23
---,Lithuania,2020-03-23 23:19:21,179.0,1.0,1.0,177.0,2020-03-23
---,Luxembourg,2020-03-23 23:19:21,875.0,8.0,6.0,861.0,2020-03-23
---,Madagascar,2020-03-23 23:19:21,12.0,0.0,0.0,12.0,2020-03-23
---,Malaysia,2020-03-23 23:19:21,1518.0,14.0,159.0,1345.0,2020-03-23
---,Maldives,2020-03-23 23:19:21,13.0,0.0,5.0,8.0,2020-03-23
---,Malta,2020-03-23 23:19:21,107.0,0.0,2.0,105.0,2020-03-23
---,Mauritania,2020-03-23 23:19:21,2.0,0.0,0.0,2.0,2020-03-23
---,Mauritius,2020-03-23 23:19:21,36.0,2.0,0.0,34.0,2020-03-23
---,Mexico,2020-03-23 23:19:21,316.0,3.0,4.0,309.0,2020-03-23
---,Moldova,2020-03-23 23:19:21,109.0,1.0,2.0,106.0,2020-03-23
---,Monaco,2020-03-23 23:19:21,23.0,0.0,1.0,22.0,2020-03-23
---,Mongolia,2020-03-23 23:19:21,10.0,0.0,0.0,10.0,2020-03-23
---,Montenegro,2020-03-23 23:19:21,27.0,1.0,0.0,26.0,2020-03-23
---,Morocco,2020-03-23 23:19:21,143.0,4.0,5.0,134.0,2020-03-23
---,Mozambique,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Namibia,2020-03-23 23:19:21,4.0,0.0,0.0,4.0,2020-03-23
---,Nepal,2020-03-23 23:19:21,2.0,0.0,1.0,1.0,2020-03-23
---,Netherlands,2020-03-23 23:19:21,4749.0,213.0,2.0,4534.0,2020-03-23
---,New Zealand,2020-03-23 23:19:21,102.0,0.0,0.0,102.0,2020-03-23
---,Nicaragua,2020-03-23 23:19:21,2.0,0.0,0.0,2.0,2020-03-23
---,Niger,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
---,Nigeria,2020-03-23 23:19:21,40.0,1.0,2.0,37.0,2020-03-23
---,North Macedonia,2020-03-23 23:19:21,136.0,2.0,1.0,133.0,2020-03-23
---,Norway,2020-03-23 23:19:21,2621.0,10.0,6.0,2605.0,2020-03-23
---,Oman,2020-03-23 23:19:21,66.0,0.0,17.0,49.0,2020-03-23
---,Pakistan,2020-03-23 23:19:21,875.0,6.0,13.0,856.0,2020-03-23
---,Panama,2020-03-23 23:19:21,313.0,3.0,1.0,309.0,2020-03-23
---,Papua New Guinea,2020-03-23 23:19:21,1.0,0.0,0.0,1.0,2020-03-23
---,Paraguay,2020-03-23 23:19:21,22.0,1.0,0.0,21.0,2020-03-23
---,Peru,2020-03-23 23:19:21,395.0,5.0,1.0,389.0,2020-03-23
---,Philippines,2020-03-23 23:19:21,462.0,33.0,18.0,411.0,2020-03-23
---,Poland,2020-03-23 23:19:21,749.0,8.0,13.0,728.0,2020-03-23
---,Portugal,2020-03-23 23:19:21,2060.0,23.0,14.0,2023.0,2020-03-23
---,Qatar,2020-03-23 23:19:21,501.0,0.0,33.0,468.0,2020-03-23
---,Romania,2020-03-23 23:19:21,576.0,7.0,73.0,496.0,2020-03-23
---,Russia,2020-03-23 23:19:21,438.0,1.0,17.0,420.0,2020-03-23
---,Rwanda,2020-03-23 23:19:21,36.0,0.0,0.0,36.0,2020-03-23
---,Saint Lucia,2020-03-23 23:19:21,3.0,0.0,0.0,3.0,2020-03-23
